(1, 154.1278)
(2, 209.5207)
(3, 251.8887)
(4, 297.1136)
(5, 338.3778)
(6, 381.6593)
(7, 418.0721)
(8, 454.8818)
(9, 487.7449)
(10, 524.3120)
(11, 562.8843)
(12, 602.9231)
(13, 635.1421)
(14, 663.7654)
(15, 709.4831)
(16, 742.4097)
(17, 780.6881)
(18, 812.9647)
(19, 847.4369)
(20, 883.6572)
(21, 922.2805)
(22, 949.8523)
(23, 986.7948)
(24, 1013.1119)
(25, 1041.6327)
(26, 1071.0447)
(27, 1096.3842)
(28, 1128.4470)
(29, 1164.2669)
(30, 1199.1112)
(31, 1227.8126)
(32, 1256.6143)
(33, 1285.9620)
(34, 1326.0360)
(35, 1356.3127)
(36, 1388.4905)
(37, 1416.5045)
(38, 1443.4537)
(39, 1479.8499)
(40, 1507.4487)
(41, 1541.3960)
(42, 1560.9346)
(43, 1596.3346)
(44, 1630.4631)
(45, 1658.1648)
(46, 1683.8194)
(47, 1717.7153)
(48, 1741.5741)
(49, 1769.3171)
(50, 1796.7170)
(51, 1817.9583)
(52, 1842.1510)
(53, 1872.5116)
(54, 1907.6659)
(55, 1934.6633)
(56, 1957.8587)
(57, 1980.0694)
(58, 2013.1318)
(59, 2038.5955)
(60, 2064.5083)
(61, 2089.2157)
(62, 2126.1949)
(63, 2156.0014)
(64, 2181.7444)
(65, 2210.4237)
(66, 2240.9597)
(67, 2263.6577)
(68, 2295.4334)
(69, 2334.2784)
(70, 2353.0362)
(71, 2381.7139)
(72, 2414.0636)
(73, 2439.3625)
(74, 2463.3733)
(75, 2490.4057)
(76, 2510.5226)
(77, 2546.5613)
(78, 2575.3222)
(79, 2594.4457)
(80, 2621.1567)
(81, 2652.0060)
(82, 2674.4080)
(83, 2700.1796)
(84, 2732.1126)
(85, 2755.0867)
(86, 2783.9477)
(87, 2811.8368)
(88, 2842.4890)
(89, 2869.9505)
(90, 2897.7049)
(91, 2921.5233)
(92, 2949.9685)
(93, 2984.1248)
(94, 3006.0109)
(95, 3024.4357)
(96, 3044.5520)
(97, 3060.7237)
(98, 3088.6900)
(99, 3109.7864)
(100, 3128.8885)
(101, 3155.6744)
(102, 3184.5811)
(103, 3213.9614)
(104, 3238.9583)
(105, 3264.8656)
(106, 3279.9438)
(107, 3297.8538)
(108, 3315.5244)
(109, 3340.9988)
(110, 3360.1568)
(111, 3381.0783)
(112, 3399.9543)
(113, 3417.1220)
(114, 3452.9326)
(115, 3471.8807)
(116, 3490.0632)
(117, 3516.9323)
(118, 3536.7950)
(119, 3555.6225)
(120, 3572.9053)
(121, 3591.8290)
(122, 3613.5960)
(123, 3634.7515)
(124, 3652.3164)
(125, 3669.2497)
(126, 3698.0245)
(127, 3717.5174)
(128, 3736.2987)
(129, 3764.5971)
(130, 3787.9182)
(131, 3804.4088)
(132, 3822.9188)
(133, 3841.7148)
(134, 3865.1885)
(135, 3888.4792)
(136, 3903.8702)
(137, 3921.4030)
(138, 3944.6762)
(139, 3959.5324)
(140, 3976.7962)
(141, 3994.4786)
(142, 4005.3526)
(143, 4027.1449)
(144, 4044.2344)
(145, 4058.0125)
(146, 4074.1413)
(147, 4091.9974)
(148, 4116.4987)
(149, 4138.3861)
(150, 4154.9157)
(151, 4170.9705)
(152, 4184.9929)
(153, 4198.9894)
(154, 4213.8703)
(155, 4229.6640)
(156, 4242.5522)
(157, 4259.4993)
(158, 4267.5740)
(159, 4285.7977)
(160, 4298.5703)
(161, 4315.6841)
(162, 4331.7446)
(163, 4348.6294)
(164, 4361.2211)
(165, 4372.2819)
(166, 4395.1035)
(167, 4414.8245)
(168, 4434.1732)
(169, 4450.0195)
(170, 4465.0619)
(171, 4476.6522)
(172, 4496.1996)
(173, 4514.0249)
(174, 4538.3435)
(175, 4554.1877)
(176, 4568.3094)
(177, 4590.0597)
(178, 4607.1391)
(179, 4627.3250)
(180, 4646.5188)
(181, 4666.3925)
(182, 4683.3401)
(183, 4701.9883)
(184, 4715.2125)
(185, 4730.8655)
(186, 4754.8530)
(187, 4776.2490)
(188, 4803.2549)
(189, 4821.4832)
(190, 4836.0148)
(191, 4854.6502)
(192, 4868.5697)
(193, 4884.5759)
(194, 4902.7170)
(195, 4918.6845)
(196, 4931.6020)
(197, 4947.1739)
(198, 4962.9202)
(199, 4981.2591)
(200, 4993.9806)
(201, 5010.3658)
(202, 5026.6764)
(203, 5037.7915)
(204, 5059.4668)
(205, 5074.0702)
(206, 5092.4795)
(207, 5105.1983)
(208, 5126.4027)
(209, 5141.1388)
(210, 5154.1031)
(211, 5169.1710)
(212, 5184.2345)
(213, 5192.2540)
(214, 5205.1236)
(215, 5219.1391)
(216, 5238.0498)
(217, 5253.8568)
(218, 5280.1507)
(219, 5291.3466)
(220, 5312.9040)
(221, 5330.3386)
(222, 5351.3817)
(223, 5367.9693)
(224, 5379.4270)
(225, 5388.4786)
(226, 5405.4719)
(227, 5417.7248)
(228, 5435.2788)
(229, 5446.0681)
(230, 5471.7032)
(231, 5490.3431)
(232, 5506.7733)
(233, 5519.9057)
(234, 5535.7023)
(235, 5554.7910)
(236, 5568.4353)
(237, 5584.0348)
(238, 5599.9922)
(239, 5612.5762)
(240, 5624.8346)
(241, 5639.7585)
(242, 5655.0885)
(243, 5667.4253)
(244, 5684.8202)
(245, 5703.5542)
(246, 5720.9390)
(247, 5733.9754)
(248, 5749.1815)
(249, 5761.1850)
(250, 5772.8715)
(251, 5785.4389)
(252, 5804.6635)
(253, 5815.4348)
(254, 5832.2210)
(255, 5844.9921)
(256, 5856.6437)
(257, 5870.7831)
(258, 5888.9571)
(259, 5900.4909)
(260, 5913.1700)
(261, 5928.9574)
(262, 5950.2059)
(263, 5963.6526)
(264, 5978.2440)
(265, 5989.5045)
(266, 6002.5821)
(267, 6025.5645)
(268, 6047.9023)
(269, 6064.2824)
(270, 6079.5103)
(271, 6093.3221)
(272, 6104.8408)
(273, 6124.1344)
(274, 6134.4250)
(275, 6145.9411)
(276, 6160.0031)
(277, 6174.0732)
(278, 6190.8922)
(279, 6205.9156)
(280, 6216.9773)
(281, 6231.1990)
(282, 6243.2466)
(283, 6266.6385)
(284, 6283.5200)
(285, 6299.2770)
