(1, 301.4808)
(2, 577.8917)
(3, 832.4956)
(4, 1033.8288)
(5, 1213.5662)
(6, 1393.2325)
(7, 1581.8735)
(8, 1754.6532)
(9, 1937.1221)
(10, 2111.0050)
(11, 2288.7148)
(12, 2468.2564)
(13, 2622.9799)
(14, 2809.2062)
(15, 2966.9669)
(16, 3133.8941)
(17, 3274.6928)
(18, 3415.7820)
(19, 3558.8496)
(20, 3702.1341)
(21, 3855.9297)
(22, 3986.7492)
(23, 4109.8059)
(24, 4264.6812)
(25, 4411.6741)
(26, 4560.2661)
(27, 4706.9751)
(28, 4835.1500)
(29, 4959.1889)
(30, 5084.0076)
(31, 5178.3658)
(32, 5308.7090)
(33, 5423.5771)
(34, 5524.5390)
(35, 5647.6494)
(36, 5750.7100)
(37, 5847.9408)
(38, 5938.8545)
(39, 6032.6476)
(40, 6095.0055)
(41, 6209.9247)
(42, 6301.9405)
(43, 6402.7374)
(44, 6497.2164)
(45, 6563.4632)
(46, 6646.1957)
(47, 6733.2105)
(48, 6829.0406)
(49, 6907.8253)
(50, 7016.1807)
(51, 7102.8228)
(52, 7187.9708)
(53, 7290.1724)
(54, 7378.6606)
(55, 7489.3976)
(56, 7567.0436)
(57, 7640.7749)
(58, 7702.0624)
(59, 7771.9759)
(60, 7839.3877)
(61, 7915.6637)
(62, 8002.9388)
(63, 8076.9550)
(64, 8143.7758)
(65, 8209.0108)
(66, 8283.9847)
(67, 8341.1774)
(68, 8404.6991)
(69, 8475.5257)
(70, 8543.4245)
(71, 8609.6051)
(72, 8673.8997)
(73, 8739.9597)
(74, 8794.7414)
(75, 8835.0120)
(76, 8902.8947)
(77, 8963.4268)
(78, 9025.0344)
(79, 9089.4261)
(80, 9147.9362)
(81, 9199.4914)
(82, 9266.0367)
(83, 9335.2907)
(84, 9380.3479)
(85, 9436.8795)
(86, 9504.2447)
(87, 9560.4565)
(88, 9616.6668)
(89, 9660.1581)
(90, 9713.5178)
(91, 9762.8838)
(92, 9831.3225)
(93, 9877.9502)
(94, 9941.7478)
(95, 9984.3792)
(96, 10036.7437)
(97, 10078.5218)
(98, 10131.7488)
(99, 10177.1906)
(100, 10229.3306)
(101, 10274.2630)
(102, 10322.4595)
(103, 10374.7391)
(104, 10426.7964)
(105, 10484.3359)
(106, 10524.8126)
(107, 10588.3124)
(108, 10662.2390)
(109, 10720.5443)
(110, 10770.2142)
(111, 10811.4814)
(112, 10871.1503)
(113, 10934.7542)
(114, 10972.2396)
(115, 11030.5766)
(116, 11069.1278)
(117, 11129.9133)
(118, 11174.7309)
(119, 11227.9644)
(120, 11275.1771)
(121, 11322.7484)
(122, 11379.3250)
(123, 11438.4914)
(124, 11481.0111)
(125, 11518.7957)
(126, 11559.4766)
(127, 11602.3905)
(128, 11650.5509)
(129, 11697.0006)
(130, 11758.7011)
(131, 11797.5202)
(132, 11849.1994)
(133, 11882.5430)
(134, 11937.8819)
(135, 11975.4061)
(136, 12014.8396)
(137, 12046.9748)
(138, 12092.4347)
(139, 12118.4810)
(140, 12167.9403)
(141, 12208.0642)
(142, 12245.8553)
(143, 12286.2631)
(144, 12324.3699)
(145, 12371.3000)
(146, 12414.3314)
(147, 12458.7789)
(148, 12515.4425)
(149, 12549.7097)
(150, 12590.4672)
(151, 12623.0797)
(152, 12669.8011)
(153, 12724.8284)
(154, 12762.6208)
(155, 12796.0538)
(156, 12842.6377)
(157, 12872.1001)
(158, 12921.0380)
(159, 12967.6918)
(160, 13000.3308)
